geometry,LST,NDVI
POINT (73.7959268539556 18.49653627884198),40.34221250000002,0.5178406834602356
POINT (73.79637601159766 18.49653627884198),40.30461428000001,0.4436914026737213
POINT (73.79682516923972 18.49653627884198),40.40373686000001,0.4463832974433899
POINT (73.79727432688179 18.49653627884198),40.164475460000034,0.44377538561820984
POINT (73.79772348452384 18.49653627884198),40.130295260000025,0.3829287588596344
POINT (73.79817264216591 18.49653627884198),40.08757001000001,0.2873261272907257
POINT (73.79862179980796 18.49653627884198),40.14396734000002,0.26216450333595276
POINT (73.79907095745003 18.49653627884198),40.068770900000004,0.3019436299800873
POINT (73.79952011509208 18.49653627884198),40.06193486000001,0.3525446355342865
POINT (73.79996927273415 18.49653627884198),39.949140200000045,0.36584043502807617
POINT (73.8004184303762 18.49653627884198),39.86539871000002,0.4399469196796417
POINT (73.80086758801826 18.49653627884198),39.832927520000055,0.3606627583503723
POINT (73.80131674566032 18.49653627884198),40.82415332000002,0.40154898166656494
POINT (73.80176590330238 18.49653627884198),41.309512160000025,0.20848433673381805
POINT (73.80221506094445 18.49653627884198),40.625908159999994,0.37223756313323975
POINT (73.8026642185865 18.49653627884198),40.868587580000025,0.47655802965164185
POINT (73.80311337622857 18.49653627884198),40.272143090000014,0.33690929412841797
POINT (73.80356253387062 18.49653627884198),40.017500600000034,0.22879436612129211
POINT (73.80401169151268 18.49653627884198),37.85902097000002,0.3944556713104248
POINT (73.80446084915474 18.49653627884198),36.65416892000002,0.4693180024623871
POINT (73.8049100067968 18.49653627884198),36.88317626000003,0.6693993806838989
POINT (73.80535916443885 18.49653627884198),39.171540650000054,0.5079213976860046
POINT (73.80580832208092 18.49653627884198),41.88544853000002,0.12124351412057877
POINT (73.80625747972297 18.49653627884198),46.50148454000001,0.010879980400204659
POINT (73.80670663736504 18.49653627884198),46.95779021000004,0.010456626303493977
POINT (73.8071557950071 18.49653627884198),45.60767231000003,0.0037956824526190758
POINT (73.80760495264916 18.49653627884198),42.30928301,0.3771970570087433
POINT (73.80805411029122 18.49653627884198),40.14396734000002,0.6667152643203735
POINT (73.80850326793328 18.49653627884198),37.192507070000005,0.7706593871116638
POINT (73.80895242557534 18.49653627884198),36.60802565000003,0.47337016463279724
POINT (73.8094015832174 18.49653627884198),37.14294578000005,0.1895459145307541
POINT (73.80985074085946 18.49653627884198),38.371723970000005,0.21764612197875977
POINT (73.81029989850151 18.49653627884198),39.24673709000004,0.33748647570610046
POINT (73.81074905614358 18.49653627884198),39.183503720000004,0.3233877122402191
POINT (73.81119821378563 18.49653627884198),38.71010795000004,0.2843427360057831
POINT (73.8116473714277 18.49653627884198),38.50844477000004,0.32340365648269653
POINT (73.81209652906976 18.49653627884198),38.54091596000001,0.2418133020401001
POINT (73.81254568671181 18.49653627884198),38.87929994000001,0.3583057224750519
POINT (73.81299484435388 18.49653627884198),39.06045500000002,0.44543537497520447
POINT (73.81344400199593 18.49653627884198),39.07241807,0.4587078094482422
POINT (73.813893159638 18.49653627884198),39.111725300000046,0.2806903123855591
POINT (73.81434231728005 18.49653627884198),39.15103253000001,0.2890695333480835
POINT (73.81479147492212 18.49653627884198),39.21597491000003,0.2606770396232605
POINT (73.81524063256417 18.49653627884198),40.986509270000056,0.2205820083618164
POINT (73.81568979020624 18.49653627884198),41.77948991000005,0.2907475531101227
POINT (73.81613894784829 18.49653627884198),43.74826943000002,0.2648356258869171
POINT (73.81658810549035 18.49653627884198),44.12254262000002,0.27147576212882996
POINT (73.81703726313242 18.49653627884198),43.42013951000001,0.3066016137599945
